seller_id,seller_name,rating
309,seller_309,4
310,seller_310,4
311,seller_311,2
312,seller_312,3
313,seller_313,2
314,seller_314,5
315,seller_315,4
316,seller_316,1
317,seller_317,2
318,seller_318,4
319,seller_319,4
320,seller_320,5
321,seller_321,5
322,seller_322,1
323,seller_323,1
324,seller_324,1
325,seller_325,3
326,seller_326,2
327,seller_327,1
328,seller_328,4
329,seller_329,2
330,seller_330,5
331,seller_331,1
332,seller_332,5
333,seller_333,2
334,seller_334,4
335,seller_335,2
336,seller_336,1
337,seller_337,1
338,seller_338,4
339,seller_339,1
340,seller_340,4
341,seller_341,1
342,seller_342,4
343,seller_343,1
344,seller_344,4
345,seller_345,1
346,seller_346,4
347,seller_347,5
348,seller_348,1
349,seller_349,5
350,seller_350,1
351,seller_351,4
352,seller_352,1
353,seller_353,1
354,seller_354,4
355,seller_355,3
356,seller_356,1
357,seller_357,2
358,seller_358,3
359,seller_359,2
360,seller_360,2
361,seller_361,1
362,seller_362,3
363,seller_363,4
364,seller_364,5
365,seller_365,5
366,seller_366,1
367,seller_367,5
368,seller_368,1
369,seller_369,2
370,seller_370,2
371,seller_371,4
372,seller_372,2
373,seller_373,2
374,seller_374,4
375,seller_375,4
376,seller_376,3
377,seller_377,5
378,seller_378,3
379,seller_379,5
380,seller_380,4
381,seller_381,1
382,seller_382,4
383,seller_383,3
384,seller_384,5
385,seller_385,1
386,seller_386,1
387,seller_387,4
388,seller_388,4
389,seller_389,3
390,seller_390,5
391,seller_391,3
392,seller_392,3
393,seller_393,2
394,seller_394,1
395,seller_395,2
396,seller_396,1
397,seller_397,4
398,seller_398,3
399,seller_399,1
400,seller_400,4
401,seller_401,3
402,seller_402,2
403,seller_403,1
404,seller_404,2
405,seller_405,3
406,seller_406,4
407,seller_407,5
408,seller_408,5
409,seller_409,4
410,seller_410,1
411,seller_411,5
412,seller_412,3
413,seller_413,5
414,seller_414,4
415,seller_415,4
416,seller_416,4
417,seller_417,2
418,seller_418,3
419,seller_419,1
420,seller_420,5
421,seller_421,1
422,seller_422,3
423,seller_423,5
424,seller_424,1
425,seller_425,4
426,seller_426,4
427,seller_427,2
428,seller_428,5
429,seller_429,1
430,seller_430,2
431,seller_431,2
432,seller_432,5
433,seller_433,1
434,seller_434,1
435,seller_435,3
436,seller_436,5
437,seller_437,3
438,seller_438,1
439,seller_439,5
440,seller_440,4
441,seller_441,4
442,seller_442,5
443,seller_443,3
444,seller_444,3
445,seller_445,4
446,seller_446,5
447,seller_447,4
448,seller_448,3
449,seller_449,3
450,seller_450,3
451,seller_451,2
452,seller_452,5
453,seller_453,5
454,seller_454,2
455,seller_455,2
456,seller_456,4
457,seller_457,3
458,seller_458,5
459,seller_459,3
460,seller_460,1
461,seller_461,5
462,seller_462,4
463,seller_463,2
464,seller_464,3
465,seller_465,3
466,seller_466,2
467,seller_467,4
468,seller_468,4
469,seller_469,5
470,seller_470,2
471,seller_471,4
472,seller_472,5
473,seller_473,5
474,seller_474,4
475,seller_475,5
476,seller_476,4
477,seller_477,2
478,seller_478,4
479,seller_479,5
480,seller_480,4
481,seller_481,2
482,seller_482,2
483,seller_483,5
484,seller_484,3
485,seller_485,5
486,seller_486,4
487,seller_487,1
488,seller_488,3
489,seller_489,5
490,seller_490,5
491,seller_491,5
492,seller_492,1
493,seller_493,2
494,seller_494,3
495,seller_495,4
496,seller_496,4
497,seller_497,3
498,seller_498,1
499,seller_499,4
500,seller_500,1
501,seller_501,3
502,seller_502,1
503,seller_503,3
504,seller_504,1
505,seller_505,3
506,seller_506,2
507,seller_507,3
508,seller_508,5
509,seller_509,3
510,seller_510,1
511,seller_511,2
512,seller_512,1
513,seller_513,5
514,seller_514,3
515,seller_515,4
516,seller_516,3
517,seller_517,3
518,seller_518,2
519,seller_519,3
520,seller_520,5
521,seller_521,2
522,seller_522,5
523,seller_523,1
524,seller_524,5
525,seller_525,2
526,seller_526,3
527,seller_527,4
528,seller_528,4
529,seller_529,4
530,seller_530,5
531,seller_531,1
532,seller_532,5
533,seller_533,1
534,seller_534,1
535,seller_535,5
536,seller_536,1
537,seller_537,4
538,seller_538,3
539,seller_539,3
540,seller_540,5
541,seller_541,1
542,seller_542,3
543,seller_543,2
544,seller_544,5
545,seller_545,2
546,seller_546,5
547,seller_547,2
548,seller_548,3
549,seller_549,5
550,seller_550,1
551,seller_551,2
552,seller_552,3
553,seller_553,3
554,seller_554,1
555,seller_555,2
556,seller_556,5
557,seller_557,5
558,seller_558,5
559,seller_559,3
560,seller_560,5
561,seller_561,2
562,seller_562,1
563,seller_563,5
564,seller_564,4
565,seller_565,2
566,seller_566,1
567,seller_567,4
568,seller_568,2
569,seller_569,1
570,seller_570,2
571,seller_571,3
572,seller_572,1
573,seller_573,1
574,seller_574,4
575,seller_575,5
576,seller_576,1
577,seller_577,4
578,seller_578,5
579,seller_579,2
580,seller_580,4
581,seller_581,1
582,seller_582,4
583,seller_583,1
584,seller_584,5
585,seller_585,5
586,seller_586,5
587,seller_587,5
588,seller_588,4
589,seller_589,4
590,seller_590,4
591,seller_591,1
592,seller_592,5
593,seller_593,5
594,seller_594,5
595,seller_595,3
596,seller_596,1
597,seller_597,4
598,seller_598,4
599,seller_599,5
600,seller_600,4
601,seller_601,2
602,seller_602,4
603,seller_603,3
604,seller_604,4
605,seller_605,1
606,seller_606,5
607,seller_607,3
608,seller_608,4
609,seller_609,1
610,seller_610,1
611,seller_611,5
612,seller_612,3
613,seller_613,4
614,seller_614,1
615,seller_615,4
616,seller_616,5
617,seller_617,4
618,seller_618,3
619,seller_619,4
620,seller_620,4
621,seller_621,4
622,seller_622,4
623,seller_623,2
624,seller_624,3
625,seller_625,4
626,seller_626,2
627,seller_627,2
628,seller_628,4
629,seller_629,4
630,seller_630,4
631,seller_631,3
632,seller_632,1
633,seller_633,4
634,seller_634,2
635,seller_635,4
636,seller_636,3
637,seller_637,1
638,seller_638,5
639,seller_639,5
640,seller_640,4
641,seller_641,2
642,seller_642,5
643,seller_643,5
644,seller_644,4
645,seller_645,3
646,seller_646,1
647,seller_647,3
648,seller_648,2
649,seller_649,2
650,seller_650,5
651,seller_651,4
652,seller_652,1
653,seller_653,2
654,seller_654,4
655,seller_655,1
656,seller_656,3
657,seller_657,2
658,seller_658,3
659,seller_659,3
660,seller_660,1
661,seller_661,2
662,seller_662,2
663,seller_663,5
664,seller_664,5
665,seller_665,3
666,seller_666,3
667,seller_667,1
668,seller_668,4
669,seller_669,5
670,seller_670,3
671,seller_671,1
672,seller_672,1
673,seller_673,3
674,seller_674,4
675,seller_675,4
676,seller_676,1
677,seller_677,4
678,seller_678,3
679,seller_679,1
680,seller_680,3
681,seller_681,5
682,seller_682,3
683,seller_683,5
684,seller_684,3
685,seller_685,5
686,seller_686,1
687,seller_687,2
688,seller_688,3
689,seller_689,4
690,seller_690,5
691,seller_691,4
692,seller_692,2
693,seller_693,2
694,seller_694,5
695,seller_695,4
696,seller_696,3
697,seller_697,4
698,seller_698,3
699,seller_699,4
700,seller_700,2
701,seller_701,5
702,seller_702,3
703,seller_703,3
704,seller_704,4
705,seller_705,5
706,seller_706,3
707,seller_707,3
708,seller_708,3
709,seller_709,1
710,seller_710,3
711,seller_711,2
712,seller_712,2
713,seller_713,3
714,seller_714,3
715,seller_715,5
716,seller_716,5
717,seller_717,5
718,seller_718,1
719,seller_719,4
720,seller_720,1
721,seller_721,4
722,seller_722,3
723,seller_723,1
724,seller_724,5
725,seller_725,5
726,seller_726,4
727,seller_727,3
728,seller_728,3
729,seller_729,4
730,seller_730,2
731,seller_731,5
732,seller_732,1
733,seller_733,3
734,seller_734,3
735,seller_735,3
736,seller_736,3
737,seller_737,2
738,seller_738,1
739,seller_739,5
740,seller_740,4
741,seller_741,4
742,seller_742,1
743,seller_743,2
744,seller_744,4
745,seller_745,1
746,seller_746,5
747,seller_747,3
748,seller_748,4
749,seller_749,4
750,seller_750,4
751,seller_751,1
752,seller_752,2
753,seller_753,2
754,seller_754,2
755,seller_755,5
756,seller_756,1
757,seller_757,1
758,seller_758,3
759,seller_759,5
760,seller_760,1
761,seller_761,1
762,seller_762,3
763,seller_763,2
764,seller_764,5
765,seller_765,1
766,seller_766,5
767,seller_767,5
768,seller_768,4
769,seller_769,3
770,seller_770,4
771,seller_771,3
772,seller_772,2
773,seller_773,2
774,seller_774,3
775,seller_775,3
776,seller_776,5
777,seller_777,1
778,seller_778,4
779,seller_779,5
780,seller_780,5
781,seller_781,5
782,seller_782,4
783,seller_783,3
784,seller_784,5
785,seller_785,1
786,seller_786,1
787,seller_787,2
788,seller_788,5
789,seller_789,1
790,seller_790,1
791,seller_791,2
792,seller_792,1
793,seller_793,4
794,seller_794,1
795,seller_795,2
796,seller_796,4
797,seller_797,1
798,seller_798,2
799,seller_799,1
800,seller_800,4
801,seller_801,3
802,seller_802,3
803,seller_803,4
804,seller_804,4
805,seller_805,3
806,seller_806,2
807,seller_807,5
808,seller_808,2
809,seller_809,2
810,seller_810,3
811,seller_811,1
812,seller_812,5
813,seller_813,5
814,seller_814,5
815,seller_815,4
816,seller_816,4
817,seller_817,2
818,seller_818,4
819,seller_819,1
820,seller_820,3
821,seller_821,4
822,seller_822,3
823,seller_823,5
824,seller_824,4
825,seller_825,2
826,seller_826,5
827,seller_827,1
828,seller_828,5
829,seller_829,5
830,seller_830,2
831,seller_831,5
832,seller_832,5
833,seller_833,5
834,seller_834,4
835,seller_835,5
836,seller_836,5
837,seller_837,2
838,seller_838,2
839,seller_839,1
840,seller_840,2
841,seller_841,1
842,seller_842,1
843,seller_843,5
844,seller_844,1
845,seller_845,1
846,seller_846,5
847,seller_847,2
848,seller_848,5
849,seller_849,2
850,seller_850,1
851,seller_851,3
852,seller_852,5
853,seller_853,5
854,seller_854,1
855,seller_855,3
856,seller_856,2
857,seller_857,3
858,seller_858,3
859,seller_859,3
860,seller_860,1
861,seller_861,4
862,seller_862,4
863,seller_863,3
864,seller_864,5
865,seller_865,1
866,seller_866,3
867,seller_867,1
868,seller_868,1
869,seller_869,2
870,seller_870,5
871,seller_871,3
872,seller_872,4
873,seller_873,2
874,seller_874,3
875,seller_875,5
876,seller_876,3
877,seller_877,2
878,seller_878,5
879,seller_879,1
880,seller_880,1
881,seller_881,2
882,seller_882,4
883,seller_883,4
884,seller_884,4
885,seller_885,2
886,seller_886,1
887,seller_887,4
888,seller_888,1
889,seller_889,5
890,seller_890,1
891,seller_891,4
892,seller_892,1
893,seller_893,5
894,seller_894,1
895,seller_895,2
896,seller_896,4
897,seller_897,1
898,seller_898,2
899,seller_899,5
900,seller_900,3
901,seller_901,4
902,seller_902,1
903,seller_903,4
904,seller_904,1
905,seller_905,3
906,seller_906,1
907,seller_907,5
908,seller_908,1
909,seller_909,1
910,seller_910,5
911,seller_911,3
912,seller_912,5
913,seller_913,2
914,seller_914,1
915,seller_915,2
916,seller_916,2
917,seller_917,1
918,seller_918,2
919,seller_919,3
920,seller_920,5
921,seller_921,1
922,seller_922,1
923,seller_923,2
924,seller_924,2
925,seller_925,3
926,seller_926,3
927,seller_927,3
928,seller_928,4
929,seller_929,5
930,seller_930,2
931,seller_931,1
932,seller_932,2
933,seller_933,3
934,seller_934,2
935,seller_935,1
936,seller_936,2
937,seller_937,4
938,seller_938,1
939,seller_939,1
940,seller_940,2
941,seller_941,2
942,seller_942,5
943,seller_943,4
944,seller_944,1
945,seller_945,4
946,seller_946,2
947,seller_947,3
948,seller_948,1
949,seller_949,3
950,seller_950,2
951,seller_951,5
952,seller_952,3
953,seller_953,5
954,seller_954,5
955,seller_955,3
956,seller_956,4
957,seller_957,1
958,seller_958,4
959,seller_959,2
960,seller_960,2
961,seller_961,3
962,seller_962,3
963,seller_963,5
964,seller_964,4
965,seller_965,5
966,seller_966,1
967,seller_967,1
968,seller_968,1
969,seller_969,5
970,seller_970,1
971,seller_971,3
972,seller_972,1
973,seller_973,4
974,seller_974,1
975,seller_975,2
976,seller_976,5
977,seller_977,2
978,seller_978,1
979,seller_979,4
980,seller_980,4
981,seller_981,4
982,seller_982,5
983,seller_983,1
984,seller_984,1
985,seller_985,5
986,seller_986,2
987,seller_987,4
988,seller_988,1
989,seller_989,4
990,seller_990,1
991,seller_991,1
992,seller_992,4
993,seller_993,1
994,seller_994,3
995,seller_995,1
996,seller_996,4
997,seller_997,2
998,seller_998,2
999,seller_999,4
1000,seller_1000,3
1001,seller_1001,5
1002,seller_1002,4
1003,seller_1003,1
1004,seller_1004,3
1005,seller_1005,2
1006,seller_1006,2
1007,seller_1007,3
1008,seller_1008,1
1009,seller_1009,3
1010,seller_1010,2
1011,seller_1011,4
1012,seller_1012,2
1013,seller_1013,2
1014,seller_1014,3
1015,seller_1015,3
1016,seller_1016,5
1017,seller_1017,4
1018,seller_1018,2
1019,seller_1019,2
1020,seller_1020,1
1021,seller_1021,3
1022,seller_1022,3
1023,seller_1023,5
1024,seller_1024,1
1025,seller_1025,5
1026,seller_1026,1
1027,seller_1027,2
1028,seller_1028,4
1029,seller_1029,3
1030,seller_1030,2
1031,seller_1031,3
1032,seller_1032,4
1033,seller_1033,3
1034,seller_1034,3
1035,seller_1035,3
1036,seller_1036,1
1037,seller_1037,3
1038,seller_1038,3
1039,seller_1039,2
1040,seller_1040,4
1041,seller_1041,2
1042,seller_1042,1
1043,seller_1043,4
1044,seller_1044,1
1045,seller_1045,4
1046,seller_1046,4
1047,seller_1047,5
1048,seller_1048,1
1049,seller_1049,2
1050,seller_1050,4
1051,seller_1051,3
1052,seller_1052,4
1053,seller_1053,4
1054,seller_1054,1
1055,seller_1055,3
1056,seller_1056,5
1057,seller_1057,3
1058,seller_1058,4
1059,seller_1059,2
1060,seller_1060,2
1061,seller_1061,5
1062,seller_1062,4
1063,seller_1063,4
1064,seller_1064,4
1065,seller_1065,5
1066,seller_1066,2
1067,seller_1067,5
1068,seller_1068,1
1069,seller_1069,3
1070,seller_1070,5
1071,seller_1071,2
1072,seller_1072,3
1073,seller_1073,4
1074,seller_1074,1
1075,seller_1075,5
1076,seller_1076,1
1077,seller_1077,4
1078,seller_1078,3
1079,seller_1079,2
1080,seller_1080,4
1081,seller_1081,1
1082,seller_1082,2
1083,seller_1083,5
1084,seller_1084,3
1085,seller_1085,3
1086,seller_1086,1
1087,seller_1087,4
1088,seller_1088,1
1089,seller_1089,1
1090,seller_1090,1
1091,seller_1091,1
1092,seller_1092,3
1093,seller_1093,3
1094,seller_1094,5
1095,seller_1095,3
1096,seller_1096,3
1097,seller_1097,3
1098,seller_1098,3
1099,seller_1099,1
1100,seller_1100,2
1101,seller_1101,2
1102,seller_1102,1
1103,seller_1103,4
1104,seller_1104,5
1105,seller_1105,4
1106,seller_1106,1
1107,seller_1107,1
1108,seller_1108,1
1109,seller_1109,2
1110,seller_1110,5
1111,seller_1111,1
1112,seller_1112,5
1113,seller_1113,5
1114,seller_1114,4
1115,seller_1115,1
1116,seller_1116,2
1117,seller_1117,5
1118,seller_1118,1
1119,seller_1119,1
1120,seller_1120,1
1121,seller_1121,1
1122,seller_1122,1
1123,seller_1123,5
1124,seller_1124,5
1125,seller_1125,2
1126,seller_1126,2
1127,seller_1127,4
1128,seller_1128,1
1129,seller_1129,2
1130,seller_1130,5
1131,seller_1131,3
1132,seller_1132,2
1133,seller_1133,2
1134,seller_1134,3
1135,seller_1135,3
1136,seller_1136,3
1137,seller_1137,1
1138,seller_1138,4
1139,seller_1139,3
1140,seller_1140,5
1141,seller_1141,4
1142,seller_1142,5
1143,seller_1143,4
1144,seller_1144,4
1145,seller_1145,3
1146,seller_1146,2
1147,seller_1147,5
1148,seller_1148,3
1149,seller_1149,1
1150,seller_1150,1
1151,seller_1151,2
1152,seller_1152,3
1153,seller_1153,4
1154,seller_1154,5
1155,seller_1155,5
1156,seller_1156,4
1157,seller_1157,4
1158,seller_1158,5
1159,seller_1159,2
1160,seller_1160,5
1161,seller_1161,1
1162,seller_1162,5
1163,seller_1163,4
1164,seller_1164,5
1165,seller_1165,3
1166,seller_1166,3
1167,seller_1167,4
1168,seller_1168,1
1169,seller_1169,1
1170,seller_1170,2
1171,seller_1171,3
1172,seller_1172,4
1173,seller_1173,3
1174,seller_1174,3
1175,seller_1175,4
1176,seller_1176,3
1177,seller_1177,3
1178,seller_1178,4
1179,seller_1179,2
1180,seller_1180,3
1181,seller_1181,4
1182,seller_1182,2
1183,seller_1183,1
1184,seller_1184,5
1185,seller_1185,1
1186,seller_1186,5
1187,seller_1187,2
1188,seller_1188,4
1189,seller_1189,3
1190,seller_1190,2
1191,seller_1191,3
1192,seller_1192,5
1193,seller_1193,2
1194,seller_1194,5
1195,seller_1195,3
1196,seller_1196,5
1197,seller_1197,1
1198,seller_1198,4
1199,seller_1199,4
1200,seller_1200,2
1201,seller_1201,4
1202,seller_1202,1
1203,seller_1203,4
1204,seller_1204,2
1205,seller_1205,2
1206,seller_1206,5
1207,seller_1207,3
1208,seller_1208,4
1209,seller_1209,4
1210,seller_1210,4
1211,seller_1211,4
1212,seller_1212,2
1213,seller_1213,3
1214,seller_1214,2
1215,seller_1215,5
1216,seller_1216,3
1217,seller_1217,3
1218,seller_1218,3
1219,seller_1219,4
1220,seller_1220,4
1221,seller_1221,1
1222,seller_1222,4
1223,seller_1223,1
1224,seller_1224,3
1225,seller_1225,1
1226,seller_1226,3
1227,seller_1227,1
1228,seller_1228,3
1229,seller_1229,1
1230,seller_1230,4
1231,seller_1231,3
1232,seller_1232,4
1233,seller_1233,5
1234,seller_1234,4
1235,seller_1235,3
1236,seller_1236,1
1237,seller_1237,5
1238,seller_1238,3
1239,seller_1239,5
1240,seller_1240,4
1241,seller_1241,2
1242,seller_1242,4
1243,seller_1243,4
1244,seller_1244,4
1245,seller_1245,4
1246,seller_1246,5
1247,seller_1247,4
1248,seller_1248,1
1249,seller_1249,5
1250,seller_1250,1
1251,seller_1251,2
1252,seller_1252,2
1253,seller_1253,4
1254,seller_1254,4
1255,seller_1255,2
1256,seller_1256,3
1257,seller_1257,1
1258,seller_1258,2
1259,seller_1259,2
1260,seller_1260,3
1261,seller_1261,2
1262,seller_1262,2
1263,seller_1263,4
1264,seller_1264,4
1265,seller_1265,4
1266,seller_1266,1
1267,seller_1267,4
1268,seller_1268,4
1269,seller_1269,5
1270,seller_1270,3
1271,seller_1271,5
1272,seller_1272,4
1273,seller_1273,4
1274,seller_1274,2
1275,seller_1275,1
1276,seller_1276,3
1277,seller_1277,4
1278,seller_1278,1
1279,seller_1279,5
1280,seller_1280,1
1281,seller_1281,3
1282,seller_1282,5
1283,seller_1283,2
1284,seller_1284,3
1285,seller_1285,4
1286,seller_1286,2
1287,seller_1287,2
1288,seller_1288,2
1289,seller_1289,2
1290,seller_1290,5
1291,seller_1291,5
1292,seller_1292,5
1293,seller_1293,3
1294,seller_1294,5
1295,seller_1295,3
1296,seller_1296,1
1297,seller_1297,4
1298,seller_1298,2
1299,seller_1299,3
1300,seller_1300,4
1301,seller_1301,1
1302,seller_1302,1
1303,seller_1303,1
1304,seller_1304,3
1305,seller_1305,3
1306,seller_1306,4
1307,seller_1307,5
1308,seller_1308,3
1309,seller_1309,3
1310,seller_1310,5
1311,seller_1311,5
1312,seller_1312,1
1313,seller_1313,1
1314,seller_1314,5
1315,seller_1315,3
1316,seller_1316,3
1317,seller_1317,5
1318,seller_1318,1
1319,seller_1319,5
1320,seller_1320,4
1321,seller_1321,5
1322,seller_1322,4
1323,seller_1323,5
1324,seller_1324,1
1325,seller_1325,2
1326,seller_1326,4
1327,seller_1327,4
1328,seller_1328,4
1329,seller_1329,4
1330,seller_1330,5
1331,seller_1331,3
1332,seller_1332,1
1333,seller_1333,1
1334,seller_1334,4
1335,seller_1335,2
1336,seller_1336,1
1337,seller_1337,2
1338,seller_1338,3
1339,seller_1339,2
1340,seller_1340,3
1341,seller_1341,5
1342,seller_1342,2
1343,seller_1343,4
1344,seller_1344,2
1345,seller_1345,1
1346,seller_1346,2
1347,seller_1347,4
1348,seller_1348,4
1349,seller_1349,4
1350,seller_1350,3
1351,seller_1351,2
1352,seller_1352,2
1353,seller_1353,4
1354,seller_1354,3
1355,seller_1355,2
1356,seller_1356,4
1357,seller_1357,2
1358,seller_1358,3
1359,seller_1359,1
1360,seller_1360,3
1361,seller_1361,3
1362,seller_1362,5
1363,seller_1363,5
1364,seller_1364,4
1365,seller_1365,2
1366,seller_1366,2
1367,seller_1367,3
1368,seller_1368,2
1369,seller_1369,2
1370,seller_1370,5
1371,seller_1371,5
1372,seller_1372,3
1373,seller_1373,1
1374,seller_1374,1
1375,seller_1375,3
1376,seller_1376,4
1377,seller_1377,3
1378,seller_1378,3
1379,seller_1379,4
1380,seller_1380,4
1381,seller_1381,3
1382,seller_1382,3
1383,seller_1383,1
1384,seller_1384,5
1385,seller_1385,4
1386,seller_1386,3
1387,seller_1387,3
1388,seller_1388,3
1389,seller_1389,1
1390,seller_1390,5
1391,seller_1391,3
1392,seller_1392,4
1393,seller_1393,1
1394,seller_1394,5
1395,seller_1395,1
1396,seller_1396,3
1397,seller_1397,3
1398,seller_1398,4
1399,seller_1399,4
1400,seller_1400,2
1401,seller_1401,2
1402,seller_1402,1
1403,seller_1403,3
1404,seller_1404,3
1405,seller_1405,1
1406,seller_1406,2
1407,seller_1407,2
1408,seller_1408,2
1409,seller_1409,5
1410,seller_1410,1
1411,seller_1411,1
1412,seller_1412,1
1413,seller_1413,5
1414,seller_1414,2
1415,seller_1415,1
1416,seller_1416,2
1417,seller_1417,2
1418,seller_1418,1
1419,seller_1419,3
1420,seller_1420,1
1421,seller_1421,5
1422,seller_1422,2
1423,seller_1423,2
1424,seller_1424,4
1425,seller_1425,4
1426,seller_1426,3
1427,seller_1427,5
1428,seller_1428,2
1429,seller_1429,2
1430,seller_1430,4
1431,seller_1431,3
1432,seller_1432,3
1433,seller_1433,1
1434,seller_1434,1
1435,seller_1435,3
1436,seller_1436,3
1437,seller_1437,5
1438,seller_1438,1
1439,seller_1439,3
1440,seller_1440,5
1441,seller_1441,4
1442,seller_1442,2
1443,seller_1443,4
1444,seller_1444,5
1445,seller_1445,5
1446,seller_1446,4
1447,seller_1447,5
1448,seller_1448,4
1449,seller_1449,2
1450,seller_1450,4
1451,seller_1451,2
1452,seller_1452,3
