product_id,product_name,price
393,product_393,175
394,product_394,18
395,product_395,188
396,product_396,94
397,product_397,154
398,product_398,83
399,product_399,116
400,product_400,25
401,product_401,26
402,product_402,112
403,product_403,65
404,product_404,12
405,product_405,169
406,product_406,41
407,product_407,162
408,product_408,24
409,product_409,144
410,product_410,119
411,product_411,88
412,product_412,76
413,product_413,141
414,product_414,135
415,product_415,20
416,product_416,153
417,product_417,37
418,product_418,185
419,product_419,65
420,product_420,30
421,product_421,128
422,product_422,46
423,product_423,17
424,product_424,189
425,product_425,111
426,product_426,134
427,product_427,180
428,product_428,152
429,product_429,39
430,product_430,134
431,product_431,39
432,product_432,27
433,product_433,178
434,product_434,136
435,product_435,38
436,product_436,114
437,product_437,153
438,product_438,103
439,product_439,135
440,product_440,120
441,product_441,89
442,product_442,56
443,product_443,15
444,product_444,109
445,product_445,112
446,product_446,25
447,product_447,181
448,product_448,137
449,product_449,199
450,product_450,113
451,product_451,156
452,product_452,160
453,product_453,166
454,product_454,84
455,product_455,92
456,product_456,186
457,product_457,86
458,product_458,105
459,product_459,124
460,product_460,48
461,product_461,135
462,product_462,132
463,product_463,179
464,product_464,90
465,product_465,100
466,product_466,116
467,product_467,157
468,product_468,58
469,product_469,34
470,product_470,65
471,product_471,166
472,product_472,47
473,product_473,164
474,product_474,191
475,product_475,49
476,product_476,168
477,product_477,178
478,product_478,52
479,product_479,184
480,product_480,54
481,product_481,46
482,product_482,176
483,product_483,160
484,product_484,180
485,product_485,192
486,product_486,78
487,product_487,78
488,product_488,63
489,product_489,71
490,product_490,121
491,product_491,54
492,product_492,78
493,product_493,52
494,product_494,139
495,product_495,194
496,product_496,118
497,product_497,136
498,product_498,49
499,product_499,108
500,product_500,17
501,product_501,183
502,product_502,129
503,product_503,153
504,product_504,85
505,product_505,99
506,product_506,49
507,product_507,182
508,product_508,170
509,product_509,35
510,product_510,186
511,product_511,179
512,product_512,99
513,product_513,114
514,product_514,37
515,product_515,62
516,product_516,39
517,product_517,149
518,product_518,158
519,product_519,127
520,product_520,161
521,product_521,121
522,product_522,196
523,product_523,30
524,product_524,181
525,product_525,173
526,product_526,180
527,product_527,14
528,product_528,57
529,product_529,153
530,product_530,91
531,product_531,136
532,product_532,135
533,product_533,189
534,product_534,83
535,product_535,193
536,product_536,133
537,product_537,47
538,product_538,86
539,product_539,47
540,product_540,96
541,product_541,145
542,product_542,65
543,product_543,16
544,product_544,163
545,product_545,184
546,product_546,96
547,product_547,167
548,product_548,150
549,product_549,36
550,product_550,166
551,product_551,111
552,product_552,198
553,product_553,46
554,product_554,164
555,product_555,190
556,product_556,112
557,product_557,65
558,product_558,134
559,product_559,36
560,product_560,86
561,product_561,52
562,product_562,75
563,product_563,87
564,product_564,194
565,product_565,43
566,product_566,38
567,product_567,53
568,product_568,179
569,product_569,36
570,product_570,124
571,product_571,78
572,product_572,40
573,product_573,64
574,product_574,36
575,product_575,185
576,product_576,51
577,product_577,40
578,product_578,43
579,product_579,179
580,product_580,94
581,product_581,31
582,product_582,53
583,product_583,41
584,product_584,179
585,product_585,106
586,product_586,193
587,product_587,195
588,product_588,18
589,product_589,155
590,product_590,88
591,product_591,175
592,product_592,190
593,product_593,136
594,product_594,18
595,product_595,61
596,product_596,192
597,product_597,94
598,product_598,190
599,product_599,50
600,product_600,171
601,product_601,170
602,product_602,146
603,product_603,174
604,product_604,149
605,product_605,122
606,product_606,176
607,product_607,187
608,product_608,85
609,product_609,55
610,product_610,90
611,product_611,118
612,product_612,14
613,product_613,113
614,product_614,14
615,product_615,106
616,product_616,186
617,product_617,65
618,product_618,143
619,product_619,142
620,product_620,179
621,product_621,49
622,product_622,44
623,product_623,47
624,product_624,77
625,product_625,12
626,product_626,97
627,product_627,32
628,product_628,17
629,product_629,25
630,product_630,162
631,product_631,99
632,product_632,39
633,product_633,11
634,product_634,78
635,product_635,109
636,product_636,108
637,product_637,58
638,product_638,60
639,product_639,125
640,product_640,107
641,product_641,100
642,product_642,28
643,product_643,85
644,product_644,109
645,product_645,155
646,product_646,24
647,product_647,97
648,product_648,168
649,product_649,170
650,product_650,34
651,product_651,82
652,product_652,147
653,product_653,14
654,product_654,31
655,product_655,118
656,product_656,123
657,product_657,26
658,product_658,29
659,product_659,72
660,product_660,142
661,product_661,120
662,product_662,115
663,product_663,134
664,product_664,17
665,product_665,55
666,product_666,180
667,product_667,38
668,product_668,21
669,product_669,164
670,product_670,99
671,product_671,111
672,product_672,120
673,product_673,13
674,product_674,28
675,product_675,161
676,product_676,76
677,product_677,75
678,product_678,22
679,product_679,24
680,product_680,129
681,product_681,27
682,product_682,149
683,product_683,92
684,product_684,180
685,product_685,32
686,product_686,14
687,product_687,200
688,product_688,195
689,product_689,141
690,product_690,135
691,product_691,178
692,product_692,194
693,product_693,105
694,product_694,149
695,product_695,182
696,product_696,92
697,product_697,89
698,product_698,133
699,product_699,35
700,product_700,99
701,product_701,112
702,product_702,126
703,product_703,28
704,product_704,71
705,product_705,21
706,product_706,87
707,product_707,93
708,product_708,156
709,product_709,23
710,product_710,128
711,product_711,67
712,product_712,200
713,product_713,154
714,product_714,90
715,product_715,70
716,product_716,46
717,product_717,128
718,product_718,194
719,product_719,42
720,product_720,99
721,product_721,20
722,product_722,116
723,product_723,126
724,product_724,75
725,product_725,145
726,product_726,75
727,product_727,59
728,product_728,148
729,product_729,30
730,product_730,95
731,product_731,101
732,product_732,114
733,product_733,68
734,product_734,150
735,product_735,86
736,product_736,106
737,product_737,40
738,product_738,54
739,product_739,53
740,product_740,17
741,product_741,42
742,product_742,23
743,product_743,185
744,product_744,52
745,product_745,86
746,product_746,111
747,product_747,157
748,product_748,160
749,product_749,165
750,product_750,148
751,product_751,61
752,product_752,136
753,product_753,70
754,product_754,40
755,product_755,183
756,product_756,135
757,product_757,132
758,product_758,49
759,product_759,84
760,product_760,41
761,product_761,52
762,product_762,88
763,product_763,182
764,product_764,48
765,product_765,13
766,product_766,73
767,product_767,95
768,product_768,114
769,product_769,62
770,product_770,77
771,product_771,136
772,product_772,180
773,product_773,195
774,product_774,161
775,product_775,100
776,product_776,63
777,product_777,27
778,product_778,57
779,product_779,56
780,product_780,55
781,product_781,53
782,product_782,81
783,product_783,61
784,product_784,132
785,product_785,109
786,product_786,81
787,product_787,23
788,product_788,117
789,product_789,134
790,product_790,36
791,product_791,173
792,product_792,93
793,product_793,56
794,product_794,135
795,product_795,104
796,product_796,150
797,product_797,156
798,product_798,19
799,product_799,77
800,product_800,50
801,product_801,155
802,product_802,165
803,product_803,189
804,product_804,85
805,product_805,143
806,product_806,25
807,product_807,183
808,product_808,120
809,product_809,120
810,product_810,134
811,product_811,65
812,product_812,96
813,product_813,178
814,product_814,137
815,product_815,143
816,product_816,43
817,product_817,158
818,product_818,188
819,product_819,127
820,product_820,178
821,product_821,53
822,product_822,68
823,product_823,125
824,product_824,84
825,product_825,193
826,product_826,181
827,product_827,62
828,product_828,112
829,product_829,81
830,product_830,95
831,product_831,23
832,product_832,57
833,product_833,73
834,product_834,178
835,product_835,172
836,product_836,164
837,product_837,174
838,product_838,29
839,product_839,116
840,product_840,130
841,product_841,73
842,product_842,175
843,product_843,200
844,product_844,54
845,product_845,89
846,product_846,176
847,product_847,87
848,product_848,75
849,product_849,35
850,product_850,175
851,product_851,165
852,product_852,45
853,product_853,74
854,product_854,103
855,product_855,145
856,product_856,41
857,product_857,68
858,product_858,48
859,product_859,30
860,product_860,140
861,product_861,86
862,product_862,141
863,product_863,10
864,product_864,141
865,product_865,171
866,product_866,65
867,product_867,58
868,product_868,25
869,product_869,163
870,product_870,183
871,product_871,196
872,product_872,186
873,product_873,28
874,product_874,52
875,product_875,47
876,product_876,78
877,product_877,103
878,product_878,45
879,product_879,117
880,product_880,115
881,product_881,129
882,product_882,88
883,product_883,140
884,product_884,55
885,product_885,138
886,product_886,195
887,product_887,172
888,product_888,20
889,product_889,179
890,product_890,195
891,product_891,96
892,product_892,198
893,product_893,170
894,product_894,186
895,product_895,112
896,product_896,105
897,product_897,200
898,product_898,90
899,product_899,27
900,product_900,42
901,product_901,16
902,product_902,120
903,product_903,150
904,product_904,178
905,product_905,145
906,product_906,116
907,product_907,21
908,product_908,160
909,product_909,44
910,product_910,103
911,product_911,145
912,product_912,141
913,product_913,18
914,product_914,25
915,product_915,169
916,product_916,197
917,product_917,25
918,product_918,146
919,product_919,12
920,product_920,67
921,product_921,137
922,product_922,95
923,product_923,200
924,product_924,185
925,product_925,159
926,product_926,145
927,product_927,183
928,product_928,163
929,product_929,175
930,product_930,73
931,product_931,26
932,product_932,118
933,product_933,163
934,product_934,177
935,product_935,30
936,product_936,119
937,product_937,50
938,product_938,31
939,product_939,59
940,product_940,180
941,product_941,100
942,product_942,142
943,product_943,132
944,product_944,189
945,product_945,33
946,product_946,152
947,product_947,18
948,product_948,189
949,product_949,131
950,product_950,98
951,product_951,193
952,product_952,133
953,product_953,170
954,product_954,180
955,product_955,164
956,product_956,131
957,product_957,75
958,product_958,85
959,product_959,129
960,product_960,89
961,product_961,30
962,product_962,75
963,product_963,130
964,product_964,135
965,product_965,171
966,product_966,163
967,product_967,20
968,product_968,30
969,product_969,175
970,product_970,161
971,product_971,147
972,product_972,89
973,product_973,68
974,product_974,118
975,product_975,15
976,product_976,77
977,product_977,113
978,product_978,151
979,product_979,33
980,product_980,193
981,product_981,121
982,product_982,109
983,product_983,139
984,product_984,34
985,product_985,12
986,product_986,186
987,product_987,151
988,product_988,69
989,product_989,13
990,product_990,93
991,product_991,170
992,product_992,125
993,product_993,163
994,product_994,69
995,product_995,28
996,product_996,175
997,product_997,44
998,product_998,19
999,product_999,180
1000,product_1000,131
1001,product_1001,65
1002,product_1002,43
1003,product_1003,164
1004,product_1004,110
1005,product_1005,139
1006,product_1006,176
1007,product_1007,159
1008,product_1008,60
1009,product_1009,19
1010,product_1010,88
1011,product_1011,142
1012,product_1012,69
1013,product_1013,39
1014,product_1014,116
1015,product_1015,106
1016,product_1016,107
1017,product_1017,66
1018,product_1018,48
1019,product_1019,30
1020,product_1020,174
1021,product_1021,116
1022,product_1022,193
1023,product_1023,176
1024,product_1024,63
1025,product_1025,193
1026,product_1026,184
1027,product_1027,13
1028,product_1028,124
1029,product_1029,171
1030,product_1030,25
1031,product_1031,145
1032,product_1032,158
1033,product_1033,86
1034,product_1034,98
1035,product_1035,172
1036,product_1036,196
1037,product_1037,37
1038,product_1038,13
1039,product_1039,82
1040,product_1040,187
1041,product_1041,11
1042,product_1042,198
1043,product_1043,158
1044,product_1044,158
1045,product_1045,156
1046,product_1046,76
1047,product_1047,158
1048,product_1048,92
1049,product_1049,130
1050,product_1050,172
1051,product_1051,147
1052,product_1052,190
1053,product_1053,181
1054,product_1054,75
1055,product_1055,21
1056,product_1056,34
1057,product_1057,108
1058,product_1058,85
1059,product_1059,103
1060,product_1060,138
1061,product_1061,197
1062,product_1062,139
1063,product_1063,164
1064,product_1064,155
1065,product_1065,58
1066,product_1066,34
1067,product_1067,100
1068,product_1068,13
1069,product_1069,83
1070,product_1070,31
1071,product_1071,77
1072,product_1072,189
1073,product_1073,80
1074,product_1074,94
1075,product_1075,40
1076,product_1076,105
1077,product_1077,168
1078,product_1078,182
1079,product_1079,161
1080,product_1080,175
1081,product_1081,171
1082,product_1082,17
1083,product_1083,117
1084,product_1084,128
1085,product_1085,69
1086,product_1086,97
1087,product_1087,164
1088,product_1088,158
1089,product_1089,143
1090,product_1090,142
1091,product_1091,25
1092,product_1092,190
1093,product_1093,83
1094,product_1094,108
1095,product_1095,154
1096,product_1096,142
1097,product_1097,175
1098,product_1098,195
1099,product_1099,37
1100,product_1100,102
1101,product_1101,110
1102,product_1102,192
1103,product_1103,119
1104,product_1104,101
1105,product_1105,170
1106,product_1106,61
1107,product_1107,79
1108,product_1108,80
1109,product_1109,198
1110,product_1110,41
1111,product_1111,46
1112,product_1112,181
1113,product_1113,118
1114,product_1114,64
1115,product_1115,189
1116,product_1116,189
1117,product_1117,81
1118,product_1118,90
1119,product_1119,110
1120,product_1120,153
1121,product_1121,47
1122,product_1122,109
1123,product_1123,81
1124,product_1124,140
1125,product_1125,132
1126,product_1126,127
1127,product_1127,45
1128,product_1128,43
1129,product_1129,67
1130,product_1130,89
1131,product_1131,94
1132,product_1132,24
1133,product_1133,176
1134,product_1134,176
1135,product_1135,163
1136,product_1136,121
1137,product_1137,175
1138,product_1138,156
1139,product_1139,28
1140,product_1140,118
1141,product_1141,143
1142,product_1142,182
1143,product_1143,108
1144,product_1144,133
1145,product_1145,46
1146,product_1146,165
1147,product_1147,38
1148,product_1148,62
1149,product_1149,176
1150,product_1150,193
1151,product_1151,131
1152,product_1152,99
1153,product_1153,134
1154,product_1154,47
1155,product_1155,87
1156,product_1156,27
1157,product_1157,58
1158,product_1158,112
1159,product_1159,38
1160,product_1160,56
1161,product_1161,130
1162,product_1162,122
1163,product_1163,64
1164,product_1164,18
1165,product_1165,55
1166,product_1166,60
1167,product_1167,29
1168,product_1168,128
1169,product_1169,95
1170,product_1170,169
1171,product_1171,66
1172,product_1172,148
1173,product_1173,97
1174,product_1174,47
1175,product_1175,94
1176,product_1176,195
1177,product_1177,164
1178,product_1178,113
1179,product_1179,147
1180,product_1180,151
1181,product_1181,122
1182,product_1182,142
1183,product_1183,145
1184,product_1184,114
1185,product_1185,112
1186,product_1186,29
1187,product_1187,20
1188,product_1188,25
1189,product_1189,188
1190,product_1190,42
1191,product_1191,83
1192,product_1192,200
1193,product_1193,32
1194,product_1194,107
1195,product_1195,170
1196,product_1196,70
1197,product_1197,43
1198,product_1198,136
1199,product_1199,161
1200,product_1200,176
1201,product_1201,170
1202,product_1202,190
1203,product_1203,70
1204,product_1204,120
1205,product_1205,26
1206,product_1206,74
1207,product_1207,87
1208,product_1208,145
1209,product_1209,47
1210,product_1210,98
1211,product_1211,76
1212,product_1212,102
1213,product_1213,153
1214,product_1214,57
1215,product_1215,135
1216,product_1216,187
1217,product_1217,52
1218,product_1218,112
1219,product_1219,43
1220,product_1220,186
1221,product_1221,56
1222,product_1222,147
1223,product_1223,48
1224,product_1224,176
1225,product_1225,152
1226,product_1226,173
1227,product_1227,56
1228,product_1228,16
1229,product_1229,109
1230,product_1230,192
1231,product_1231,197
1232,product_1232,191
1233,product_1233,196
1234,product_1234,134
1235,product_1235,20
1236,product_1236,61
1237,product_1237,44
1238,product_1238,160
1239,product_1239,46
1240,product_1240,172
1241,product_1241,152
1242,product_1242,162
1243,product_1243,164
1244,product_1244,164
1245,product_1245,94
1246,product_1246,194
1247,product_1247,178
1248,product_1248,37
1249,product_1249,125
1250,product_1250,199
1251,product_1251,77
1252,product_1252,137
1253,product_1253,51
1254,product_1254,30
1255,product_1255,122
1256,product_1256,151
1257,product_1257,124
1258,product_1258,146
1259,product_1259,113
1260,product_1260,117
1261,product_1261,12
1262,product_1262,26
1263,product_1263,89
1264,product_1264,19
1265,product_1265,198
1266,product_1266,152
1267,product_1267,58
1268,product_1268,112
1269,product_1269,22
1270,product_1270,102
1271,product_1271,61
1272,product_1272,30
1273,product_1273,131
1274,product_1274,95
1275,product_1275,194
1276,product_1276,88
1277,product_1277,16
1278,product_1278,158
1279,product_1279,179
1280,product_1280,103
1281,product_1281,141
1282,product_1282,91
1283,product_1283,17
1284,product_1284,112
1285,product_1285,44
1286,product_1286,166
1287,product_1287,26
1288,product_1288,81
1289,product_1289,78
1290,product_1290,148
1291,product_1291,158
1292,product_1292,18
1293,product_1293,181
1294,product_1294,54
1295,product_1295,80
1296,product_1296,66
1297,product_1297,58
1298,product_1298,180
1299,product_1299,149
1300,product_1300,33
1301,product_1301,153
1302,product_1302,162
1303,product_1303,138
1304,product_1304,97
1305,product_1305,24
1306,product_1306,173
1307,product_1307,148
1308,product_1308,132
1309,product_1309,95
1310,product_1310,156
1311,product_1311,173
1312,product_1312,164
1313,product_1313,200
1314,product_1314,34
1315,product_1315,53
1316,product_1316,42
1317,product_1317,58
1318,product_1318,54
1319,product_1319,161
1320,product_1320,197
1321,product_1321,110
1322,product_1322,38
1323,product_1323,63
1324,product_1324,34
1325,product_1325,177
1326,product_1326,178
1327,product_1327,21
1328,product_1328,34
1329,product_1329,126
1330,product_1330,155
1331,product_1331,199
1332,product_1332,27
1333,product_1333,157
1334,product_1334,49
1335,product_1335,45
1336,product_1336,105
1337,product_1337,75
1338,product_1338,104
1339,product_1339,181
1340,product_1340,199
1341,product_1341,98
1342,product_1342,96
1343,product_1343,15
1344,product_1344,168
1345,product_1345,70
1346,product_1346,193
1347,product_1347,23
1348,product_1348,109
1349,product_1349,90
1350,product_1350,147
1351,product_1351,197
1352,product_1352,120
1353,product_1353,21
1354,product_1354,77
1355,product_1355,49
1356,product_1356,21
1357,product_1357,98
1358,product_1358,200
1359,product_1359,110
1360,product_1360,33
1361,product_1361,158
1362,product_1362,151
1363,product_1363,66
1364,product_1364,16
1365,product_1365,166
1366,product_1366,74
1367,product_1367,165
1368,product_1368,140
1369,product_1369,12
1370,product_1370,93
1371,product_1371,37
1372,product_1372,84
1373,product_1373,143
1374,product_1374,14
1375,product_1375,163
1376,product_1376,142
1377,product_1377,172
1378,product_1378,138
1379,product_1379,179
1380,product_1380,15
1381,product_1381,29
1382,product_1382,71
1383,product_1383,132
1384,product_1384,79
1385,product_1385,52
1386,product_1386,72
1387,product_1387,151
1388,product_1388,182
1389,product_1389,34
1390,product_1390,115
1391,product_1391,51
1392,product_1392,95
1393,product_1393,23
1394,product_1394,183
1395,product_1395,192
1396,product_1396,19
1397,product_1397,137
1398,product_1398,48
1399,product_1399,31
1400,product_1400,59
1401,product_1401,189
1402,product_1402,144
1403,product_1403,140
1404,product_1404,45
1405,product_1405,43
1406,product_1406,120
1407,product_1407,15
1408,product_1408,117
1409,product_1409,187
1410,product_1410,101
1411,product_1411,14
1412,product_1412,198
1413,product_1413,17
1414,product_1414,100
1415,product_1415,117
1416,product_1416,25
1417,product_1417,118
1418,product_1418,24
1419,product_1419,136
1420,product_1420,143
1421,product_1421,102
1422,product_1422,49
1423,product_1423,25
1424,product_1424,126
1425,product_1425,183
1426,product_1426,59
1427,product_1427,53
1428,product_1428,46
1429,product_1429,141
1430,product_1430,133
1431,product_1431,46
1432,product_1432,117
1433,product_1433,136
1434,product_1434,91
1435,product_1435,180
1436,product_1436,159
1437,product_1437,111
1438,product_1438,163
1439,product_1439,152
1440,product_1440,17
1441,product_1441,134
1442,product_1442,102
1443,product_1443,107
1444,product_1444,177
1445,product_1445,183
1446,product_1446,77
1447,product_1447,74
1448,product_1448,120
1449,product_1449,118
1450,product_1450,98
1451,product_1451,148
1452,product_1452,107
1453,product_1453,43
1454,product_1454,61
1455,product_1455,178
1456,product_1456,41
1457,product_1457,101
1458,product_1458,51
1459,product_1459,54
1460,product_1460,168
1461,product_1461,82
1462,product_1462,117
1463,product_1463,122
1464,product_1464,73
1465,product_1465,53
1466,product_1466,200
1467,product_1467,12
1468,product_1468,142
1469,product_1469,54
1470,product_1470,145
1471,product_1471,166
1472,product_1472,43
1473,product_1473,175
1474,product_1474,103
1475,product_1475,142
1476,product_1476,158
1477,product_1477,74
1478,product_1478,102
1479,product_1479,133
1480,product_1480,104
1481,product_1481,177
1482,product_1482,43
1483,product_1483,58
1484,product_1484,193
1485,product_1485,197
1486,product_1486,96
1487,product_1487,115
1488,product_1488,64
1489,product_1489,13
1490,product_1490,180
1491,product_1491,89
1492,product_1492,100
1493,product_1493,116
1494,product_1494,191
1495,product_1495,133
1496,product_1496,154
1497,product_1497,14
1498,product_1498,171
1499,product_1499,66
1500,product_1500,47
1501,product_1501,199
1502,product_1502,35
1503,product_1503,186
1504,product_1504,173
1505,product_1505,35
1506,product_1506,161
1507,product_1507,200
1508,product_1508,89
1509,product_1509,34
1510,product_1510,105
1511,product_1511,157
1512,product_1512,199
1513,product_1513,45
1514,product_1514,200
1515,product_1515,102
1516,product_1516,190
1517,product_1517,58
1518,product_1518,198
1519,product_1519,55
1520,product_1520,97
1521,product_1521,33
1522,product_1522,85
1523,product_1523,143
1524,product_1524,66
1525,product_1525,61
1526,product_1526,116
1527,product_1527,66
1528,product_1528,165
1529,product_1529,97
1530,product_1530,62
1531,product_1531,104
1532,product_1532,185
1533,product_1533,166
1534,product_1534,39
1535,product_1535,63
1536,product_1536,149
1537,product_1537,96
1538,product_1538,31
1539,product_1539,66
1540,product_1540,126
1541,product_1541,11
1542,product_1542,59
1543,product_1543,135
1544,product_1544,138
1545,product_1545,160
1546,product_1546,37
1547,product_1547,157
1548,product_1548,92
1549,product_1549,33
1550,product_1550,68
1551,product_1551,142
1552,product_1552,194
1553,product_1553,165
1554,product_1554,126
1555,product_1555,66
1556,product_1556,20
1557,product_1557,104
1558,product_1558,125
1559,product_1559,183
1560,product_1560,137
1561,product_1561,24
1562,product_1562,20
1563,product_1563,62
1564,product_1564,17
1565,product_1565,174
1566,product_1566,21
1567,product_1567,20
1568,product_1568,57
1569,product_1569,115
1570,product_1570,121
1571,product_1571,10
1572,product_1572,90
1573,product_1573,22
1574,product_1574,11
1575,product_1575,75
1576,product_1576,136
1577,product_1577,120
1578,product_1578,79
1579,product_1579,19
1580,product_1580,94
1581,product_1581,76
1582,product_1582,28
1583,product_1583,122
1584,product_1584,27
1585,product_1585,63
1586,product_1586,183
1587,product_1587,92
1588,product_1588,13
1589,product_1589,199
1590,product_1590,141
1591,product_1591,32
1592,product_1592,66
1593,product_1593,77
1594,product_1594,165
1595,product_1595,30
1596,product_1596,166
1597,product_1597,138
